configuration,analysis_period,origin,timestamp,horizon,target,actual,prediction,error,fit_end,history_end,source_file
S24-T10,primary_54,2022-01-10,2022-01-10 01:00:00,2,P_Power,1727.1,1739.4886726410273,12.38867264102737,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 02:00:00,3,P_Power,1685.7,1666.267120642391,-19.43287935760896,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 03:00:00,4,P_Power,1656.9,1654.7355834840132,-2.1644165159868862,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 04:00:00,5,P_Power,1688.4,1662.7430155092848,-25.65698449071533,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 05:00:00,6,P_Power,1749.9,1735.1923113403836,-14.707688659616451,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 06:00:00,7,P_Power,1847.4,1874.069412630943,26.669412630942816,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 07:00:00,8,P_Power,1962.6,1989.9305565901177,27.330556590117794,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 08:00:00,9,P_Power,2244.3,2366.5939150288505,122.29391502885028,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 09:00:00,10,P_Power,2436.3,2610.9948311534185,174.69483115341836,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 10:00:00,11,P_Power,2449.8,2631.0570455118964,181.2570455118962,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 11:00:00,12,P_Power,2493.3,2597.384315167388,104.08431516738756,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 12:00:00,13,P_Power,2446.5,2478.001596736452,31.50159673645157,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 13:00:00,14,P_Power,2499.6,2574.932507992054,75.33250799205416,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 14:00:00,15,P_Power,2528.4,2587.7902580601667,59.390258060166616,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 15:00:00,16,P_Power,2550.3,2552.123437650148,1.8234376501477527,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 16:00:00,17,P_Power,2588.1,2505.8353862379786,-82.26461376202133,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 17:00:00,18,P_Power,2580.3,2541.0936073972584,-39.206392602741744,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 18:00:00,19,P_Power,2599.8,2577.9171988175285,-21.882801182471667,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 19:00:00,20,P_Power,2563.8,2464.4095920356,-99.39040796440032,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 20:00:00,21,P_Power,2504.4,2437.6582358538967,-66.74176414610338,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 21:00:00,22,P_Power,2439.6,2405.3825551578,-34.21744484219971,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 22:00:00,23,P_Power,2313.0,2316.916138258643,3.916138258643059,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 23:00:00,24,P_Power,2145.0,2185.5880026105547,40.58800261055467,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 00:00:00,1,Q_Power,429.9,489.77356418516246,59.87356418516248,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 01:00:00,2,Q_Power,434.7,462.57535615458994,27.87535615458995,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 02:00:00,3,Q_Power,442.8,464.1006808153487,21.3006808153487,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 03:00:00,4,Q_Power,410.1,442.9024391464448,32.802439146444726,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 04:00:00,5,Q_Power,406.8,430.4738388444953,23.673838844495265,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 05:00:00,6,Q_Power,401.7,435.6867959522679,33.98679595226787,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 06:00:00,7,Q_Power,407.1,419.8682442150657,12.768244215065693,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 07:00:00,8,Q_Power,468.9,445.2848534642461,-23.615146535753865,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 08:00:00,9,Q_Power,745.2,765.3811119256185,20.18111192561844,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 09:00:00,10,Q_Power,1041.0,1104.7171024643796,63.71710246437965,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 10:00:00,11,Q_Power,1053.6,1173.5111192045636,119.91111920456363,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 11:00:00,12,Q_Power,1027.5,1133.5305279392678,106.0305279392678,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 12:00:00,13,Q_Power,1012.5,1075.4173711544215,62.91737115442152,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 13:00:00,14,Q_Power,1008.6,1144.2463896916734,135.6463896916733,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 14:00:00,15,Q_Power,1065.3,1155.6868722021677,90.38687220216752,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 15:00:00,16,Q_Power,1042.2,1100.7938121236598,58.59381212365975,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 16:00:00,17,Q_Power,1034.7,880.9080909077302,-153.79190909226986,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 17:00:00,18,Q_Power,962.7,825.5466882452732,-137.1533117547268,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 18:00:00,19,Q_Power,858.9000000000001,728.9096073589923,-129.99039264100782,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 19:00:00,20,Q_Power,831.9000000000001,637.3471261563355,-194.5528738436645,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 20:00:00,21,Q_Power,764.4,627.7223599444792,-136.67764005552078,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 21:00:00,22,Q_Power,725.1,629.3790056518354,-95.7209943481646,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 22:00:00,23,Q_Power,697.5,608.6259712170138,-88.87402878298622,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-10,2022-01-10 23:00:00,24,Q_Power,678.3,576.333448210262,-101.966551789738,2022-01-09 23:00:00,2022-01-09 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 00:00:00,1,P_Power,1983.9,1960.0141117315736,-23.885888268426243,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 01:00:00,2,P_Power,1917.9,1861.0758508623464,-56.82414913765388,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 02:00:00,3,P_Power,1850.1,1792.595667008022,-57.50433299197789,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 03:00:00,4,P_Power,1878.0,1741.32776076378,-136.67223923621987,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 04:00:00,5,P_Power,1899.9,1726.6951870697696,-173.20481293023045,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 05:00:00,6,P_Power,1962.0,1786.0848682482451,-175.91513175175487,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 06:00:00,7,P_Power,1992.9,1931.9000458598705,-60.99995414012983,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 07:00:00,8,P_Power,2133.0,1980.0843200199813,-152.91567998001847,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 08:00:00,9,P_Power,2421.0,2383.6381397382056,-37.36186026179439,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 09:00:00,10,P_Power,2787.6,2656.3259666746653,-131.2740333253346,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 10:00:00,11,P_Power,2785.5,2660.8795843150046,-124.62041568499536,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 11:00:00,12,P_Power,2780.4,2623.989117177579,-156.41088282242117,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 12:00:00,13,P_Power,2662.5,2513.962711798278,-148.53728820172182,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 13:00:00,14,P_Power,2625.3,2579.272990020233,-46.02700997976672,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 14:00:00,15,P_Power,2663.4,2609.160657254016,-54.23934274598423,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 15:00:00,16,P_Power,2680.2,2631.598023822163,-48.601976177836605,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 16:00:00,17,P_Power,2620.5,2546.9063185604587,-73.59368143954134,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 17:00:00,18,P_Power,2668.2,2572.656106317157,-95.54389368284274,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 18:00:00,19,P_Power,2663.1,2652.843473527329,-10.25652647267134,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 19:00:00,20,P_Power,2565.3,2549.9711299898254,-15.328870010174796,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 20:00:00,21,P_Power,2519.4,2474.890802569684,-44.50919743031636,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 21:00:00,22,P_Power,2537.4,2482.283935218996,-55.11606478100384,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 22:00:00,23,P_Power,2450.1,2414.118289151922,-35.98171084807791,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 23:00:00,24,P_Power,2261.4,2215.559629758815,-45.84037024118516,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 00:00:00,1,Q_Power,641.4,601.0372475276181,-40.362752472381885,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 01:00:00,2,Q_Power,608.4,567.0973799076771,-41.30262009232285,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 02:00:00,3,Q_Power,561.3,554.7982491571996,-6.501750842800334,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 03:00:00,4,Q_Power,552.0,512.0573445476177,-39.94265545238227,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 04:00:00,5,Q_Power,550.8,485.9178942918995,-64.88210570810048,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 05:00:00,6,Q_Power,543.0,503.270181773435,-39.72981822656499,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 06:00:00,7,Q_Power,463.5,504.2814558334945,40.78145583349448,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 07:00:00,8,Q_Power,497.1,502.974209749912,5.874209749911927,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 08:00:00,9,Q_Power,746.7,815.5360319820682,68.8360319820681,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 09:00:00,10,Q_Power,1129.8,1065.8444480610542,-63.95555193894575,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 10:00:00,11,Q_Power,1130.7,1198.0750718257627,67.37507182576269,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 11:00:00,12,Q_Power,1187.1,1158.8081226450188,-28.291877354981125,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 12:00:00,13,Q_Power,1096.2,1056.8264570773376,-39.37354292266241,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 13:00:00,14,Q_Power,1075.5,1170.8765297406037,95.3765297406037,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 14:00:00,15,Q_Power,1106.4,1240.3981545148242,133.99815451482414,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 15:00:00,16,Q_Power,1038.6,1113.457102733884,74.85710273388395,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 16:00:00,17,Q_Power,927.9,929.4655075149876,1.5655075149877575,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 17:00:00,18,Q_Power,757.8,809.9524145698359,52.15241456983597,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 18:00:00,19,Q_Power,657.6,734.9903767207131,77.3903767207131,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 19:00:00,20,Q_Power,555.6,662.6945615794039,107.09456157940384,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 20:00:00,21,Q_Power,509.7,650.6695764194054,140.96957641940543,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 21:00:00,22,Q_Power,526.8,646.579878810515,119.77987881051502,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 22:00:00,23,Q_Power,550.8000000000001,635.3718882593687,84.57188825936862,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-11,2022-01-11 23:00:00,24,Q_Power,502.8,621.7651413807267,118.96514138072672,2022-01-10 23:00:00,2022-01-10 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 00:00:00,1,P_Power,2135.7,2071.082081348045,-64.61791865195482,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 01:00:00,2,P_Power,2024.7,1994.173445669172,-30.52655433082782,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 02:00:00,3,P_Power,2012.4,1902.684463667632,-109.71553633236816,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 03:00:00,4,P_Power,2005.2,1932.418635915284,-72.78136408471642,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 04:00:00,5,P_Power,1985.4,1955.1121448256808,-30.287855174319247,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 05:00:00,6,P_Power,2089.8,2037.916986878793,-51.88301312120712,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 06:00:00,7,P_Power,2229.9,2123.386546161352,-106.51345383864827,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 07:00:00,8,P_Power,2360.4,2227.9989522368974,-132.40104776310272,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 08:00:00,9,P_Power,2662.2,2611.588187839312,-50.61181216068826,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 09:00:00,10,P_Power,2910.6,2932.676336592833,22.07633659283329,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 10:00:00,11,P_Power,2910.9,2940.3792994222144,29.47929942221436,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 11:00:00,12,P_Power,2858.4,2892.818111694529,34.41811169452876,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 12:00:00,13,P_Power,2807.7,2817.1619560053527,9.461956005352931,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 13:00:00,14,P_Power,2886.9,2882.947723952448,-3.952276047552005,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 14:00:00,15,P_Power,2860.2,2906.7808640211506,46.58086402115077,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 15:00:00,16,P_Power,2856.3,2838.810429675592,-17.489570324408305,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 16:00:00,17,P_Power,2707.2,2736.553292906062,29.35329290606205,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 17:00:00,18,P_Power,2740.2,2743.890570241405,3.690570241405112,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 18:00:00,19,P_Power,2778.3,2841.13256699322,62.83256699321964,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 19:00:00,20,P_Power,2737.2,2771.3981294509026,34.1981294509028,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 20:00:00,21,P_Power,2663.7,2679.5445347383984,15.84453473839858,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 21:00:00,22,P_Power,2599.2,2633.352722706093,34.1527227060933,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 22:00:00,23,P_Power,2534.4,2534.193237348654,-0.2067626513462528,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 23:00:00,24,P_Power,2353.8,2374.198436765488,20.398436765487983,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 00:00:00,1,Q_Power,490.8,556.7598171303289,65.95981713032887,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 01:00:00,2,Q_Power,462.6,526.2248832548421,63.62488325484208,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 02:00:00,3,Q_Power,475.8,551.572700258587,75.77270025858701,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 03:00:00,4,Q_Power,480.0,546.1502471503393,66.15024715033928,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 04:00:00,5,Q_Power,445.2,568.7977390495963,123.59773904959631,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 05:00:00,6,Q_Power,450.3,567.6401073976994,117.34010739769934,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 06:00:00,7,Q_Power,461.1,513.0305186912568,51.93051869125679,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 07:00:00,8,Q_Power,533.7,506.7989383238066,-26.90106167619342,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 08:00:00,9,Q_Power,888.3,870.8407821052267,-17.459217894773246,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 09:00:00,10,Q_Power,1124.1,1187.9756337457395,63.87563374573983,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 10:00:00,11,Q_Power,1111.5,1141.4111161155586,29.91111611555857,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 11:00:00,12,Q_Power,1076.7,1112.8687584172076,36.16875841720753,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 12:00:00,13,Q_Power,1027.2,1028.2421760345617,1.0421760345616349,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 13:00:00,14,Q_Power,1062.6,1091.9691993468457,29.36919934684556,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 14:00:00,15,Q_Power,1064.1,1146.8418834091026,82.74188340910268,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 15:00:00,16,Q_Power,1008.0,1122.846418074508,114.84641807450794,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 16:00:00,17,Q_Power,703.8,907.3216417218676,203.5216417218676,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 17:00:00,18,Q_Power,578.1,806.5766987886306,228.47669878863053,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-12,2022-01-12 18:00:00,19,Q_Power,557.4,784.5057112121796,227.1057112121796,2022-01-11 23:00:00,2022-01-11 23:00:00,_work/forecasting/predictions.csv
