model_id,target,date,SE,AE,CRPS,PB,RMSE,MAE,MAPE%,SMAPE%,WMAPE%,Bias_y_minus_pred,Coverage80,Coverage95
mutual_lags_LGBM_2,Q_Power,2022-02-08,26855.607146513037,135.50957010848828,95.61922523704914,50.43466551962822,163.8768047849147,135.50957010848828,22.019500005965085,18.826352675066254,20.27144921029033,-124.22052187762601,0.5833333333333334,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-09,52730.83517621054,163.88693613413076,124.56895397951375,65.66143402486729,229.6319559125222,163.88693613413076,25.606860125568303,20.831298979267906,26.79532984003773,-163.88693613413076,0.625,0.8333333333333334
mutual_lags_LGBM_2,Q_Power,2022-02-10,15629.844253736655,98.09134679118576,64.31465592166256,33.76117798423306,125.01937551330455,98.09134679118576,15.263712079106181,13.819225347341463,14.353430903012258,-66.87767531709444,0.7083333333333334,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-11,13170.606786941467,74.40537485562794,58.3882113650641,30.640196034472638,114.76326410024014,74.40537485562794,11.00762266658566,9.952321983196448,11.457336416473032,-45.06046065924928,0.875,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-12,6743.0519682637205,61.71734319048824,44.70239746465839,23.33004393280522,82.11608836436207,61.71734319048824,10.550328402004999,9.851019202156717,10.686754518817905,-36.27551174944159,1.0,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-13,1834.3242464290481,36.1093018566993,32.73335265115188,16.89216482774667,42.82901173771172,36.1093018566993,5.648007797266595,5.870413506897408,5.790923238986336,34.28186739516071,1.0,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-14,10008.59431699207,69.0016749745094,47.60121080118176,24.815831385358308,100.04296235614012,69.0016749745094,7.563723823395234,7.819051321129157,8.133273412739982,38.09776536509255,0.9166666666666666,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-15,8073.358018211543,69.86284354559626,46.028927974940665,24.043856390872207,89.85186708250164,69.86284354559626,7.339284006026585,7.720377904131327,7.892323039493476,52.09147858540174,0.9583333333333334,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-16,9039.315871770546,79.87126269803642,56.006401790930234,29.291012133654522,95.07531683760274,79.87126269803642,10.574019296134352,10.376610328662094,9.830158021942605,-4.182213718309427,0.7916666666666666,0.9583333333333334
mutual_lags_LGBM_2,Q_Power,2022-02-17,19050.300165683544,93.09511696617817,66.42696983722598,34.83820544170247,138.0228247996814,93.09511696617817,12.287606511188976,11.51998574800387,13.102069484886886,-42.32305676766339,0.7916666666666666,1.0
