statistic,p_value,n,mean_difference,standard_error,ci_low,ci_high,hac_lag,status,target,loss,horizon,model_a,model_b,p_holm_within_horizon,p_holm_global
-2.0165711452534136,0.048378523790202674,59,-27204.39278467285,13490.420533243421,-54208.4034345381,-200.3821348076017,3,ok,P_Power,SE,2,SFS_LGBM,seasonal_naive_lag168,1.0,1.0
2.564357652006488,0.012948437882571079,59,13808.554593490513,5384.80058843819,3029.7051069782356,24587.40408000279,3,ok,P_Power,SE,2,SFS_LGBM,seasonal_naive_lag24,0.4143500122422745,1.0
-0.9181748820955437,0.3623298965453422,59,-1762.7848233012571,1919.8791621026123,-5605.840509528161,2080.2708629256467,3,ok,P_Power,SE,2,SFS_LGBM_1,SFS_LGBM_2,1.0,1.0
-1.3709378340452492,0.17567614749023813,59,-2455.397679651821,1791.0350262977556,-6040.54380650856,1129.7484472049186,3,ok,P_Power,SE,2,SFS_LGBM_1,SFS_shared_LGBM,1.0,1.0
-1.2620819565187613,0.21197088026769184,59,-15132.940173181385,11990.457588763118,-39134.44877151044,8868.56842514767,3,ok,P_Power,SE,2,SFS_LGBM_1,mi_top_k_nolags_LGBM,1.0,1.0
4.2845180146363875,6.984745352360253e-05,59,22670.697649338188,5291.306413438472,12078.99708758858,33262.3982110878,3,ok,P_Power,SE,2,SFS_LGBM_1,mutual_lags_LGBM_0,0.0055179488283646,0.14542239823614045
4.0790751706958925,0.00013973293016931754,59,21168.348275448006,5189.496979001903,10780.441438661017,31556.255112234998,3,ok,P_Power,SE,2,SFS_LGBM_1,mutual_lags_LGBM_1,0.009641572181682911,0.2819810530816828
3.8523180962876737,0.0002948680791564013,59,20169.618515289418,5235.7095159732735,9689.207235260128,30650.029795318707,3,ok,P_Power,SE,2,SFS_LGBM_1,mutual_lags_LGBM_2,0.017102348591071275,0.5717492054842621
4.2045149048063335,9.166597631534228e-05,59,22042.29038066138,5242.528776735703,11548.228867134989,32536.35189418777,3,ok,P_Power,SE,2,SFS_LGBM_1,own_lags_LGBM_0,0.007058280176281355,0.18874024523328975
3.7535624466798136,0.00040554141297169193,59,20020.475472200596,5333.726494922061,9343.861891666424,30697.08905273477,3,ok,P_Power,SE,2,SFS_LGBM_1,own_lags_LGBM_1,0.02108815347452798,0.7668364119927658
3.794081584718518,0.0003560110904786759,59,20626.86997540235,5436.591047088054,9744.350622298738,31509.389328505964,3,ok,P_Power,SE,2,SFS_LGBM_1,own_lags_LGBM_2,0.019297907183544995,0.6774891051809203
-2.3182299125650108,0.02398377059381529,59,-28966.547509699172,12495.114204461745,-53978.23607916173,-3954.8589402366124,3,ok,P_Power,SE,2,SFS_LGBM_1,seasonal_naive_lag168,0.6955293472206434,1.0
2.3427788323010548,0.022592784981082456,59,12046.399868464194,5141.927911578548,1753.712865643016,22339.08687128537,3,ok,P_Power,SE,2,SFS_LGBM_1,seasonal_naive_lag24,0.6777835494324737,1.0
